CustomerID,Recency,Frequency,Monetary,Cluster,Segment_Label
13852,610,1,187.35000000000002,2,Lost Customers
13853,56,1,1090.14,0,Promising
13854,8,39,11944.56,3,Champions
13855,500,4,1310.3400000000001,1,At Risk
13856,168,11,1142.03,1,At Risk
13857,392,6,1001.01,1,At Risk
13858,56,1,216.17,2,Lost Customers
13859,325,2,515.86,2,Lost Customers
13860,0,5,1245.9,0,Promising
13861,428,2,273.26,2,Lost Customers
13862,17,9,2556.09,3,Champions
13863,247,4,1239.55,1,At Risk
13864,386,1,662.4000000000001,2,Lost Customers
13865,57,4,501.56,0,Promising
13866,73,1,145.67000000000002,2,Lost Customers
13867,30,3,1015.29,0,Promising
13868,6,2,3192.54,0,Promising
13869,122,10,8111.57,1,At Risk
13870,1,15,5712.08,3,Champions
13871,22,17,7885.85,3,Champions
13872,526,3,919.57,1,At Risk
13873,119,8,1038.92,1,At Risk
13874,357,7,2049.15,1,At Risk
13875,53,14,4814.37,3,Champions
13876,63,1,122.7,2,Lost Customers
13877,85,3,449.68,0,Promising
13878,54,4,2473.06,1,At Risk
13879,645,1,395.5,2,Lost Customers
13880,20,17,4293.86,3,Champions
13881,3,43,45179.1,3,Champions
13882,2,5,1191.13,0,Promising
13883,10,15,6560.02,3,Champions
13884,6,10,1888.48,3,Champions
13885,188,2,506.8,2,Lost Customers
13886,70,1,243.56,2,Lost Customers
13887,203,1,349.55,2,Lost Customers
13888,119,7,2169.05,1,At Risk
13889,92,6,1991.23,1,At Risk
13890,0,14,2927.38,3,Champions
13891,377,3,863.5600000000001,1,At Risk
13892,26,6,1267.6499999999999,0,Promising
13893,297,1,821.1,2,Lost Customers
13894,23,3,564.62,0,Promising
13895,27,6,4008.52,3,Champions
13896,625,1,388.55,2,Lost Customers
13897,49,3,1160.72,0,Promising
13898,325,2,686.4,2,Lost Customers
13899,15,2,388.52,0,Promising
13900,182,6,1610.59,1,At Risk
13901,71,15,5676.34,3,Champions
13902,631,5,34095.26,1,At Risk
13903,399,1,165.45000000000002,2,Lost Customers
13904,36,2,332.64,0,Promising
13905,732,1,312.65,2,Lost Customers
13906,408,1,42.0,2,Lost Customers
13907,691,1,136.8,2,Lost Customers
13908,79,4,2369.55,1,At Risk
13909,422,2,286.6,2,Lost Customers
13911,56,20,4234.99,3,Champions
13912,423,1,124.95,2,Lost Customers
13913,506,1,42.22,2,Lost Customers
13914,11,2,626.45,0,Promising
13915,393,1,70.80000000000001,2,Lost Customers
13916,463,4,1275.81,1,At Risk
13917,49,2,272.04,0,Promising
13918,49,2,1212.8400000000001,0,Promising
13919,58,4,1360.68,1,At Risk
13920,431,4,1774.68,1,At Risk
13921,401,4,730.7,1,At Risk
13922,351,3,865.2,1,At Risk
13923,53,1,351.13,0,Promising
13924,1,6,1838.8500000000001,0,Promising
13925,92,4,678.25,1,At Risk
13926,22,1,223.85000000000002,0,Promising
13927,74,2,708.26,0,Promising
13928,10,4,464.57,0,Promising
13929,168,11,3494.1,1,At Risk
13930,57,2,337.34,0,Promising
13931,95,11,5257.38,1,At Risk
13932,294,1,307.4,2,Lost Customers
13933,108,2,608.7900000000001,2,Lost Customers
13934,263,1,922.1,2,Lost Customers
13935,596,3,6116.92,1,At Risk
13936,179,3,939.66,1,At Risk
13937,168,2,880.13,1,At Risk
13938,34,1,71.66,2,Lost Customers
13939,22,7,1560.96,0,Promising
13940,16,4,839.14,0,Promising
13941,21,15,10027.18,3,Champions
13942,534,1,320.0,2,Lost Customers
13943,577,1,246.54,2,Lost Customers
13944,652,1,200.43,2,Lost Customers
13945,394,2,854.15,2,Lost Customers
13946,78,6,1876.23,1,At Risk
13947,64,1,90.6,2,Lost Customers
13948,360,4,548.76,1,At Risk
13949,2,6,2427.32,3,Champions
13950,10,4,745.06,0,Promising
13951,175,3,674.45,1,At Risk
13952,217,14,12823.521,3,Champions
13953,6,12,6640.68,3,Champions
13954,1,2,439.92,0,Promising
13955,153,3,545.17,1,At Risk
13956,4,5,1026.42,0,Promising
13957,417,3,458.25,2,Lost Customers
13958,379,8,4709.2300000000005,1,At Risk
13959,78,6,1076.18,1,At Risk
13960,20,2,230.22,0,Promising
13961,391,1,538.4,2,Lost Customers
13962,21,3,362.8,0,Promising
13963,307,17,2860.57,1,At Risk
13964,386,2,438.9,2,Lost Customers
13965,476,3,996.61,1,At Risk
13966,434,1,390.86,2,Lost Customers
13967,145,2,166.3,2,Lost Customers
13968,422,1,123.66,2,Lost Customers
13969,6,35,13048.28,3,Champions
13970,385,2,846.55,2,Lost Customers
13971,18,14,4667.57,3,Champions
13972,70,2,190.25,2,Lost Customers
13973,286,1,264.7,2,Lost Customers
13974,48,2,677.72,0,Promising
13975,30,12,5358.84,3,Champions
13976,206,4,1192.36,1,At Risk
13977,410,1,519.8100000000001,2,Lost Customers
13978,14,2,196.79000000000002,0,Promising
13979,72,7,3416.23,1,At Risk
13980,59,5,799.92,1,At Risk
13981,415,1,331.14,2,Lost Customers
13982,38,9,4016.99,3,Champions
13983,29,21,6779.09,3,Champions
13984,26,12,1893.8,3,Champions
13985,3,22,10020.86,3,Champions
13986,16,1,320.46,0,Promising
13987,379,2,682.54,2,Lost Customers
13988,19,8,4757.8,3,Champions
13989,65,5,2026.06,1,At Risk
13990,212,1,311.3,2,Lost Customers
13991,11,6,855.97,0,Promising
13992,29,3,219.5,0,Promising
13993,42,19,6775.71,3,Champions
13994,3,6,2313.14,3,Champions
13995,14,14,3902.01,3,Champions
13996,385,2,895.76,2,Lost Customers
13997,518,3,382.31,2,Lost Customers
13998,446,3,566.7,2,Lost Customers
13999,9,29,9502.26,3,Champions
14000,210,5,2046.3400000000001,1,At Risk
14001,45,9,4228.85,3,Champions
14002,133,2,529.73,2,Lost Customers
14003,732,1,209.41,2,Lost Customers
14004,42,11,6258.45,3,Champions
14005,9,5,2874.72,0,Promising
14006,115,7,2196.67,1,At Risk
14007,512,1,79.48,2,Lost Customers
14008,431,1,509.04,2,Lost Customers
14009,197,3,1099.91,1,At Risk
14010,564,2,445.15,2,Lost Customers
14011,479,2,457.82,2,Lost Customers
14012,277,1,328.8,2,Lost Customers
14013,109,5,1084.57,1,At Risk
14014,76,3,1948.21,1,At Risk
14015,52,1,917.34,0,Promising
14016,161,11,11403.41,1,At Risk
14017,570,1,229.75,2,Lost Customers
14018,644,1,367.15000000000003,2,Lost Customers
14019,46,3,1421.61,0,Promising
14020,16,4,1249.01,0,Promising
14021,154,7,1716.58,1,At Risk
14022,224,2,792.15,2,Lost Customers
14023,6,2,584.07,0,Promising
14024,121,3,645.74,1,At Risk
14025,464,8,4057.9,1,At Risk
14026,470,2,713.11,2,Lost Customers
14027,60,1,104.82,2,Lost Customers
14028,549,3,10396.5,1,At Risk
14029,62,2,467.66,0,Promising
14030,17,20,7585.79,3,Champions
14031,6,44,39099.1,3,Champions
14032,1,16,4546.41,3,Champions
14033,554,1,109.44,2,Lost Customers
14034,21,3,651.8199999999999,0,Promising
14035,28,9,2856.72,3,Champions
14036,284,1,626.65,2,Lost Customers
14037,175,6,836.95,1,At Risk
14038,77,5,3069.88,1,At Risk
14039,32,2,267.28000000000003,0,Promising
14040,40,35,12645.57,3,Champions
14041,265,1,141.41,2,Lost Customers
14042,724,1,431.98,2,Lost Customers
14043,490,2,304.25,2,Lost Customers
14044,26,10,3123.1,3,Champions
14045,108,16,10986.63,3,Champions
14046,283,1,154.99,2,Lost Customers
14047,8,14,3968.11,3,Champions
14048,304,3,748.69,1,At Risk
14049,16,13,13239.03,3,Champions
14050,31,2,746.36,0,Promising
14051,0,37,21810.58,3,Champions
14052,19,2,480.81,0,Promising
14053,123,4,572.3,1,At Risk
14054,64,1,92.46,2,Lost Customers
14055,105,3,1520.96,1,At Risk
14056,0,23,8214.65,3,Champions
14057,23,22,8408.84,3,Champions
14058,462,2,469.19,2,Lost Customers
14059,266,1,183.6,2,Lost Customers
14060,4,30,8898.24,3,Champions
14061,506,3,917.4300000000001,1,At Risk
14062,9,24,25604.2,3,Champions
14063,437,9,22710.2,1,At Risk
14064,28,15,3332.42,3,Champions
14065,388,3,891.02,1,At Risk
14066,266,1,152.55,2,Lost Customers
14067,63,2,374.7,0,Promising
14068,319,4,1528.3700000000001,1,At Risk
14069,514,2,230.06,2,Lost Customers
14070,684,1,326.55,2,Lost Customers
14071,3,8,1438.82,3,Champions
14072,666,1,390.85,2,Lost Customers
14073,31,1,151.04,0,Promising
14074,622,1,219.39999999999998,2,Lost Customers
14075,4,6,1734.87,0,Promising
14076,128,1,122.47,2,Lost Customers
14077,40,6,615.0799999999999,0,Promising
14078,101,9,1556.3899999999999,1,At Risk
14079,124,2,618.73,2,Lost Customers
14080,32,5,1115.68,0,Promising
14081,301,10,4946.58,1,At Risk
14082,364,2,413.36,2,Lost Customers
14083,3,11,1097.72,3,Champions
14084,511,1,150.5,2,Lost Customers
14085,1,33,9796.92,3,Champions
14086,462,1,39.95,2,Lost Customers
14087,2,3,846.22,0,Promising
14088,9,16,64036.8,3,Champions
14089,56,1,161.0,2,Lost Customers
14090,324,1,76.32000000000001,2,Lost Customers
14091,653,2,9530.08,1,At Risk
14092,7,24,7229.45,3,Champions
14093,11,1,442.85,0,Promising
14094,439,1,335.22,2,Lost Customers
14095,722,1,2.95,2,Lost Customers
14096,3,17,65164.79,3,Champions
14097,480,2,422.85999999999996,2,Lost Customers
14098,36,1,147.35,0,Promising
14099,15,20,5765.71,3,Champions
14100,137,1,194.9,2,Lost Customers
14101,73,13,9961.93,3,Champions
14102,4,5,1360.28,0,Promising
14104,154,5,771.5799999999999,1,At Risk
14105,238,5,5988.83,1,At Risk
14106,736,1,214.79999999999998,2,Lost Customers
14107,51,11,4877.3,3,Champions
14108,30,4,1044.96,0,Promising
14109,72,1,144.2,2,Lost Customers
14110,3,33,12987.95,3,Champions
14111,13,4,692.85,0,Promising
14112,22,13,5834.59,3,Champions
14113,3,16,7092.610000000001,3,Champions
14114,273,7,1364.09,1,At Risk
14115,501,2,622.6700000000001,2,Lost Customers
14116,19,5,1382.74,0,Promising
14117,143,1,90.0,2,Lost Customers
14118,428,1,458.45,2,Lost Customers
14119,375,2,183.37,2,Lost Customers
14121,3,4,2780.15,0,Promising
14122,405,3,362.42,2,Lost Customers
14123,732,1,436.18,2,Lost Customers
14124,83,1,419.58000000000004,2,Lost Customers
14125,10,3,2740.43,0,Promising
14126,7,4,1172.46,0,Promising
14127,122,6,1900.0800000000002,1,At Risk
14128,60,3,924.21,0,Promising
14129,1,9,2591.34,3,Champions
14130,318,4,1882.67,1,At Risk
14131,648,1,187.87,2,Lost Customers
14132,1,11,3586.0299999999997,3,Champions
14133,129,4,911.14,1,At Risk
14134,382,15,11123.35,1,At Risk
14135,1,24,8839.67,3,Champions
14136,400,5,1570.81,1,At Risk
14137,695,1,332.7,2,Lost Customers
14138,1,2,982.3800000000001,0,Promising
14139,45,4,1086.8,0,Promising
14140,3,2,935.05,0,Promising
14141,2,4,915.13,0,Promising
14142,372,2,671.34,2,Lost Customers
14143,133,1,115.8,2,Lost Customers
14144,485,1,30.599999999999998,2,Lost Customers
14145,46,7,7600.05,3,Champions
14146,8,12,9450.3,3,Champions
14147,77,9,2590.2,1,At Risk
14148,233,2,466.29,2,Lost Customers
14149,220,1,446.62,2,Lost Customers
14150,35,2,658.64,0,Promising
14151,672,2,679.45,2,Lost Customers
14152,74,7,1997.3400000000001,1,At Risk
14153,482,1,233.4,2,Lost Customers
14154,238,8,6460.7,1,At Risk
14155,265,1,118.75,2,Lost Customers
14156,9,156,313624.17,3,Champions
14157,19,5,1002.78,0,Promising
14158,39,1,507.66,0,Promising
14159,19,20,7938.01,3,Champions
14160,609,7,8421.47,1,At Risk
14161,215,7,3035.73,1,At Risk
14162,173,2,289.36,2,Lost Customers
14163,86,5,2594.62,1,At Risk
14164,70,2,1631.77,1,At Risk
14165,275,1,122.53999999999999,2,Lost Customers
14166,504,2,256.85,2,Lost Customers
14167,38,8,1296.49,1,At Risk
14168,420,2,370.45,2,Lost Customers
14169,430,2,624.4300000000001,2,Lost Customers
14170,374,3,597.33,2,Lost Customers
14171,97,2,498.79,2,Lost Customers
14172,604,3,402.72,2,Lost Customers
14173,10,6,586.0,0,Promising
14174,32,1,134.46,0,Promising
14175,59,8,7678.88,3,Champions
14176,296,5,756.46,1,At Risk
14177,85,13,2229.34,1,At Risk
14178,8,7,1620.93,0,Promising
14179,40,2,719.78,0,Promising
14180,10,33,6117.5,3,Champions
14181,410,2,310.55,2,Lost Customers
14182,443,4,678.77,1,At Risk
14183,410,2,286.29,2,Lost Customers
14184,66,1,452.89,2,Lost Customers
14185,330,1,197.65,2,Lost Customers
14186,426,5,1550.63,1,At Risk
14187,473,1,123.5,2,Lost Customers
14188,30,6,2054.36,1,At Risk
14189,1,16,5503.15,3,Champions
14190,665,1,79.9,2,Lost Customers
14191,1,15,4817.66,3,Champions
14192,387,1,293.74,2,Lost Customers
14193,67,3,1210.19,1,At Risk
14194,4,36,18670.59,3,Champions
14195,201,6,2615.6,1,At Risk
14196,106,1,335.52,2,Lost Customers
14197,410,1,390.05,2,Lost Customers
14198,17,9,1569.73,3,Champions
14199,217,4,1091.7,1,At Risk
14200,616,1,379.2,2,Lost Customers
14201,59,10,1193.54,1,At Risk
14202,380,3,847.76,1,At Risk
14203,396,1,339.34,2,Lost Customers
14204,1,4,1062.96,0,Promising
14205,16,9,2414.2,3,Champions
14206,238,3,1185.01,1,At Risk
14207,687,1,157.8,2,Lost Customers
14208,94,2,567.05,2,Lost Customers
14209,10,15,4993.27,3,Champions
14210,105,16,5556.570000000001,3,Champions
14211,52,18,4402.29,3,Champions
14212,89,2,2190.14,1,At Risk
14213,404,1,1192.2,2,Lost Customers
14214,30,5,1004.38,0,Promising
14215,11,9,3250.33,3,Champions
14216,2,5,2150.04,0,Promising
14217,1,23,3298.59,3,Champions
14218,42,1,169.48000000000002,2,Lost Customers
14219,3,3,633.83,0,Promising
14220,246,4,1515.0,1,At Risk
14221,41,17,6517.49,3,Champions
14222,176,1,683.17,2,Lost Customers
14223,91,3,991.13,1,At Risk
14224,109,9,1897.9,1,At Risk
14225,434,4,2037.02,1,At Risk
14226,28,6,3002.53,1,At Risk
14227,25,15,6368.71,3,Champions
14228,437,3,745.5,1,At Risk
14229,51,7,2594.04,1,At Risk
14230,435,3,979.8000000000001,1,At Risk
14231,183,4,1235.6200000000001,1,At Risk
14232,42,5,2048.07,1,At Risk
14233,48,7,2904.27,1,At Risk
14234,21,4,775.46,0,Promising
14235,74,9,4717.99,1,At Risk
14236,80,5,1555.34,1,At Risk
14237,372,2,471.14,2,Lost Customers
14238,325,3,434.23,2,Lost Customers
14239,42,21,4263.17,3,Champions
14240,29,3,1247.49,0,Promising
14241,183,2,333.70000000000005,2,Lost Customers
14242,234,2,280.55,2,Lost Customers
14243,8,17,7217.75,3,Champions
14244,660,1,366.41999999999996,2,Lost Customers
14245,219,2,1693.45,1,At Risk
14246,110,3,1474.06,1,At Risk
14247,277,5,772.66,1,At Risk
14248,317,3,1032.95,1,At Risk
14249,410,12,5625.461,1,At Risk
14250,6,3,1904.05,0,Promising
14251,1,5,2879.7000000000003,3,Champions
14252,380,1,350.99,2,Lost Customers
14253,492,2,363.40000000000003,2,Lost Customers
14254,432,1,601.03,2,Lost Customers
14255,545,1,1000.63,2,Lost Customers
14256,259,5,2473.9900000000002,1,At Risk
14257,63,9,5954.45,3,Champions
14258,8,25,32051.34,3,Champions
14259,141,1,120.0,2,Lost Customers
14260,470,3,824.28,1,At Risk
14261,50,2,1163.45,0,Promising
14262,7,8,2618.23,3,Champions
14263,422,1,322.93,2,Lost Customers
14264,154,6,1517.3600000000001,1,At Risk
14265,108,4,1373.35,1,At Risk
14266,427,1,40.56,2,Lost Customers
14267,162,3,1516.24,1,At Risk
14268,470,1,354.85,2,Lost Customers
14269,438,1,295.73,2,Lost Customers
14270,331,1,492.65000000000003,2,Lost Customers
14271,225,2,219.13,2,Lost Customers
14272,73,4,920.81,1,At Risk
14273,50,4,559.97,0,Promising
14274,685,1,256.6,2,Lost Customers
14275,395,6,1189.3799999999999,1,At Risk
14276,98,7,2102.68,1,At Risk
14277,14,9,17225.81,3,Champions
14278,409,1,205.83,2,Lost Customers
14279,520,2,191.86,2,Lost Customers
14280,196,1,134.04,2,Lost Customers
14281,407,1,245.15,2,Lost Customers
14282,2,25,7278.66,3,Champions
14283,462,4,628.4399999999999,1,At Risk
14284,30,3,1299.65,0,Promising
14285,20,8,3284.42,3,Champions
14286,23,7,8479.76,3,Champions
14287,7,3,176.63,0,Promising
14288,212,1,426.6,2,Lost Customers
14289,8,6,911.26,0,Promising
14290,10,8,4516.56,3,Champions
14291,1,23,7904.1,3,Champions
14292,7,16,9226.25,3,Champions
14293,2,9,2903.01,3,Champions
14294,406,1,375.34,2,Lost Customers
14295,39,5,2362.91,1,At Risk
14296,420,2,456.40000000000003,2,Lost Customers
14297,17,4,1305.33,0,Promising
14298,7,82,91194.49,3,Champions
14299,7,27,14070.25,3,Champions
14300,18,1,43.2,0,Promising
14301,116,4,1992.18,1,At Risk
14302,430,3,742.9000000000001,1,At Risk
14303,406,2,277.94,2,Lost Customers
14304,222,3,1725.01,1,At Risk
14305,70,3,1858.96,1,At Risk
14306,50,6,3151.4,1,At Risk
14307,88,10,4287.92,1,At Risk
14308,548,2,1147.02,2,Lost Customers
14309,7,11,3780.81,3,Champions
14310,432,1,492.1,2,Lost Customers
14311,242,2,516.45,2,Lost Customers
14312,46,11,3090.29,3,Champions
14314,106,2,229.8,2,Lost Customers
14315,44,8,3197.82,1,At Risk
14316,421,5,1370.34,1,At Risk
14317,64,1,508.58000000000004,0,Promising
14318,459,1,158.02,2,Lost Customers
14319,423,1,494.85,2,Lost Customers
14320,206,5,1346.75,1,At Risk
14321,10,7,2218.06,3,Champions
14322,428,4,474.1,2,Lost Customers
14323,114,2,605.0600000000001,2,Lost Customers
14324,409,2,701.61,2,Lost Customers
14325,569,1,245.48000000000002,2,Lost Customers
14326,241,3,940.98,1,At Risk
14327,162,6,1894.93,1,At Risk
14328,437,1,445.05,2,Lost Customers
14329,16,15,9927.22,3,Champions
14330,623,1,200.63,2,Lost Customers
14331,123,2,462.65999999999997,2,Lost Customers
14332,22,5,1943.51,0,Promising
14333,67,1,415.2,2,Lost Customers
14334,16,12,4318.48,3,Champions
14335,15,2,468.26,0,Promising
14336,16,4,1614.91,0,Promising
14338,160,3,928.1,1,At Risk
14339,242,2,620.27,2,Lost Customers
14340,218,1,134.7,2,Lost Customers
14341,44,18,4467.32,3,Champions
14342,20,6,918.44,0,Promising
14343,420,4,1088.91,1,At Risk
14344,126,20,2993.05,3,Champions
14345,38,1,108.97999999999999,2,Lost Customers
14346,120,5,2315.75,1,At Risk
14347,736,1,82.6,2,Lost Customers
14348,259,1,409.57,2,Lost Customers
14349,9,1,133.5,0,Promising
14350,273,3,972.03,1,At Risk
14351,164,1,51.0,2,Lost Customers
14352,156,4,1078.96,1,At Risk
14353,214,3,376.5,2,Lost Customers
14354,5,2,163.62,0,Promising
14355,365,3,840.0500000000001,1,At Risk
14356,79,2,701.23,0,Promising
14357,42,1,225.77,0,Promising
14358,388,2,400.06,2,Lost Customers
14359,18,3,912.18,0,Promising
14360,31,4,2128.23,0,Promising
14361,578,1,214.70999999999998,2,Lost Customers
14362,21,1,161.2,0,Promising
14363,401,2,227.47000000000003,2,Lost Customers
14364,108,8,3717.35,1,At Risk
14365,394,2,634.68,2,Lost Customers
14366,524,1,136.0,2,Lost Customers
14367,7,16,9261.52,3,Champions
14368,319,1,155.0,2,Lost Customers
14369,641,2,469.13,2,Lost Customers
14370,450,6,1175.78,1,At Risk
14371,294,1,100.5,2,Lost Customers
14372,442,2,860.08,2,Lost Customers
14373,357,1,76.55,2,Lost Customers
14374,540,1,108.0,2,Lost Customers
14375,184,3,1132.99,1,At Risk
14376,682,1,215.46,2,Lost Customers
14377,190,2,617.05,2,Lost Customers
14378,621,1,131.25,2,Lost Customers
14379,43,4,1268.91,0,Promising
14380,681,1,48.96,2,Lost Customers
14381,51,2,631.34,0,Promising
14382,25,2,1246.8,0,Promising
14383,37,3,1247.69,0,Promising
14384,500,1,58.5,2,Lost Customers
14385,8,3,202.11,0,Promising
14386,296,1,142.4,2,Lost Customers
14387,32,3,1770.56,0,Promising
14388,9,16,6388.2,3,Champions
14389,64,5,1898.01,1,At Risk
14390,9,13,6176.13,3,Champions
14391,576,1,135.6,2,Lost Customers
14392,431,1,266.4,2,Lost Customers
14393,217,1,67.95,2,Lost Customers
14394,564,1,93.8,2,Lost Customers
14395,1,20,7899.33,3,Champions
14396,64,7,2011.58,1,At Risk
14397,2,19,2612.96,3,Champions
14398,400,2,707.79,2,Lost Customers
14399,393,8,2113.16,1,At Risk
14400,148,3,1732.47,1,At Risk
14401,3,22,6795.9,3,Champions
14402,651,1,285.6,2,Lost Customers
14403,129,6,1880.51,1,At Risk
14404,33,13,2765.63,3,Champions
14405,386,1,195.0,2,Lost Customers
14406,118,1,156.75,2,Lost Customers
14407,106,6,2157.73,1,At Risk
14408,10,11,4109.77,3,Champions
14409,70,9,3427.29,1,At Risk
14410,91,11,2651.14,1,At Risk
14411,310,1,1063.0,2,Lost Customers
14412,42,3,1426.19,0,Promising
14413,361,4,770.37,1,At Risk
14414,91,8,2399.33,1,At Risk
14415,0,23,12091.6,3,Champions
14416,21,2,490.22,0,Promising
14417,387,1,604.2,2,Lost Customers
14418,3,3,1937.25,0,Promising
14419,10,7,1260.91,0,Promising
14420,98,4,1639.17,1,At Risk
14421,56,6,2469.37,1,At Risk
14422,0,19,10271.52,3,Champions
14423,217,3,916.6099999999999,1,At Risk
14424,17,1,322.08,0,Promising
14425,434,3,661.39,2,Lost Customers
14426,23,17,11727.94,3,Champions
14427,49,4,1263.52,1,At Risk
14428,6,5,1244.83,0,Promising
14429,403,1,516.28,2,Lost Customers
14430,511,3,1220.9,1,At Risk
14431,302,4,2614.2,1,At Risk
14432,9,6,2255.51,0,Promising
14433,465,1,289.6,2,Lost Customers
14434,21,6,1372.8,0,Promising
14435,501,1,90.42,2,Lost Customers
14436,98,2,271.70000000000005,2,Lost Customers
14437,365,5,895.84,1,At Risk
14438,305,1,131.9,2,Lost Customers
14439,319,5,9443.04,1,At Risk
14440,7,13,5982.03,3,Champions
14441,0,11,4611.6900000000005,3,Champions
14442,204,7,5367.0199999999995,1,At Risk
14443,53,5,2082.97,1,At Risk
14444,455,1,132.04,2,Lost Customers
14445,455,1,221.65,2,Lost Customers
14446,0,5,1241.31,0,Promising
14447,18,6,1711.73,0,Promising
14448,8,2,375.35,0,Promising
14449,18,8,2272.56,3,Champions
14450,180,7,1128.44,1,At Risk
14451,59,12,3308.77,3,Champions
14452,10,4,665.59,0,Promising
14453,189,1,119.93,2,Lost Customers
14454,375,5,977.3,1,At Risk
14455,431,4,628.21,1,At Risk
14456,4,9,3062.4,3,Champions
14457,310,1,113.64,2,Lost Customers
14458,380,1,237.42,2,Lost Customers
14459,154,2,5375.741,1,At Risk
14460,109,9,1093.5,1,At Risk
14461,147,13,6713.5,1,At Risk
14462,65,12,2270.01,1,At Risk
14463,97,4,786.5699999999999,1,At Risk
14464,567,2,111.0,2,Lost Customers
14465,246,11,3946.03,1,At Risk
14466,28,13,4267.15,3,Champions
14467,17,12,2220.9900000000002,3,Champions
14468,733,1,204.24,2,Lost Customers
14469,415,4,2112.21,1,At Risk
14470,11,3,712.04,0,Promising
14471,590,2,400.95,2,Lost Customers
14472,103,9,2228.22,1,At Risk
14473,73,2,234.34000000000003,2,Lost Customers
14474,45,2,1278.08,0,Promising
14475,71,4,1151.15,1,At Risk
14476,256,1,215.7,2,Lost Customers
14477,19,7,1969.6,0,Promising
14478,381,4,1276.66,1,At Risk
14479,253,4,1124.71,1,At Risk
14480,10,4,1299.52,0,Promising
14481,164,5,2311.4900000000002,1,At Risk
14482,17,12,4357.91,3,Champions
14483,281,2,257.1,2,Lost Customers
14484,49,4,1070.98,0,Promising
14485,38,1,165.75,0,Promising
14486,511,2,175.5,2,Lost Customers
14487,26,7,1328.51,0,Promising
14488,67,1,1064.28,0,Promising
14489,206,4,1574.93,1,At Risk
14490,405,2,1273.47,1,At Risk
14491,174,2,340.93,2,Lost Customers
14492,429,7,1921.91,1,At Risk
14493,6,10,5130.15,3,Champions
14494,25,3,401.46,0,Promising
14495,50,3,174.8,0,Promising
14496,311,7,2363.89,1,At Risk
14497,308,2,697.0600000000001,2,Lost Customers
14498,42,10,3911.27,3,Champions
14499,25,7,2138.9700000000003,1,At Risk
14500,87,3,356.85,0,Promising
14501,183,2,251.21,2,Lost Customers
14502,19,11,2470.67,3,Champions
14503,2,6,3543.26,3,Champions
14504,46,4,673.26,0,Promising
14505,16,19,12001.84,3,Champions
14506,16,7,3020.9700000000003,3,Champions
14507,23,11,3284.43,3,Champions
14508,21,5,874.94,0,Promising
14509,533,1,110.95,2,Lost Customers
14510,375,3,1007.28,1,At Risk
14511,10,5,1314.81,0,Promising
14512,187,7,1223.47,1,At Risk
14513,100,6,788.01,1,At Risk
14514,60,9,4598.9800000000005,1,At Risk
14515,17,12,3749.2599999999998,3,Champions
14516,515,1,163.92,2,Lost Customers
14517,32,2,330.45,0,Promising
14518,63,1,174.37,2,Lost Customers
14519,683,2,206.09,2,Lost Customers
14520,1,2,270.6,0,Promising
14521,490,1,199.45000000000002,2,Lost Customers
14522,23,8,1758.6200000000001,3,Champions
14523,107,1,241.09,2,Lost Customers
14524,31,13,2933.71,3,Champions
14525,19,17,8240.64,3,Champions
14526,388,1,262.4,2,Lost Customers
14527,2,122,27274.97,3,Champions
14528,36,1,364.21999999999997,0,Promising
14529,59,3,620.04,0,Promising
14530,25,16,6197.4,3,Champions
14531,479,1,376.34,2,Lost Customers
14532,235,11,3859.1800000000003,1,At Risk
14533,24,11,3466.37,3,Champions
14534,2,26,6271.11,3,Champions
14535,59,9,6030.7300000000005,3,Champions
14536,259,1,171.8,2,Lost Customers
14537,57,2,641.4,0,Promising
14538,64,5,1370.8400000000001,1,At Risk
14539,15,2,537.48,0,Promising
14540,9,11,3795.34,3,Champions
14541,58,14,2499.68,3,Champions
14542,185,1,103.25,2,Lost Customers
14543,28,39,14906.77,3,Champions
14544,23,3,2982.43,0,Promising
14545,673,1,349.25,2,Lost Customers
14546,4,11,5197.9,3,Champions
14547,3,8,4007.54,3,Champions
14548,150,9,2627.49,1,At Risk
14549,310,4,916.5500000000001,1,At Risk
14550,10,4,1353.31,0,Promising
14551,17,7,880.04,0,Promising
14552,151,3,511.28000000000003,2,Lost Customers
14553,18,9,1841.54,3,Champions
14554,9,4,2381.04,0,Promising
14555,56,6,2315.63,1,At Risk
14556,595,3,835.34,1,At Risk
14557,84,1,788.38,2,Lost Customers
14558,653,3,655.5,2,Lost Customers
14559,389,1,75.6,2,Lost Customers
14560,6,44,6114.03,3,Champions
14561,75,3,1080.76,1,At Risk
14562,3,26,6729.400000000001,3,Champions
14563,509,2,679.44,2,Lost Customers
14564,434,2,2605.62,1,At Risk
14565,95,5,3859.2200000000003,1,At Risk
14566,110,4,4092.0,1,At Risk
14567,56,2,1530.3600000000001,0,Promising
14568,434,1,919.7,2,Lost Customers
14569,0,4,598.98,0,Promising
14570,280,3,613.75,2,Lost Customers
14571,424,1,161.65,2,Lost Customers
14572,2,11,5615.18,3,Champions
14573,179,13,2208.32,1,At Risk
14574,732,1,143.70000000000002,2,Lost Customers
14575,487,1,460.71,2,Lost Customers
14576,371,1,35.400000000000006,2,Lost Customers
14577,12,7,1374.25,0,Promising
14578,2,1,168.63,0,Promising
14579,431,1,105.56,2,Lost Customers
14580,517,1,14.850000000000001,2,Lost Customers
14581,16,2,433.8,0,Promising
